Company,City,Country,Client Tier,Gap Type,Action Required,Priority
"Schwäbischer Verlag GmbH & Co. KG Drexler, Gessler",Ravensburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Sol Meliá Deutschland GmbH,Ratingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
THYSSEN SCHACHTBAU GMBH,Mülheim an der Ruhr,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Aschendorff Medien GmbH & Co. KG,Münster,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Eggersmann Gruppe GmbH & Co. KG,Harsewinkel,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Beucke & Söhne GmbH & Co. KG,Dissen am Teutoburger Wald,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Institut Dr. Foerster GmbH & Co. KG,Reutlingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
UMWELTTECHNIK und WASSERBAU GmbH,Blankenburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
fischerAppelt AG,Hamburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
S-KON New Business AG,Hamburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Konradin-Verlag Robert Kohlhammer GmbH,Leinfelden-Echterdingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kutter GmbH & Co. KG,Memmingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
"Hermann von Rautenkranz, Internationale Tiefbohr Gesellschaft mbH & Co. KG",Celle,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BELFOR Europe GmbH,Duisburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hagleitner Hygiene Deutschland GmbH,Sauerlach,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Sitex-Textile Dienstleistungen Simeonsbetriebe GmbH,Minden,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Gundlach Gruppe,Bielefeld,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
3R GmbH & Co. KG,Harsewinkel,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Everphone GmbH,Berlin,DE,3,WRONG CONTACT ROLE (have: Sales Director / EVP Customer Development),Find Geschäftsführer/CEO (currently have Sales Director / EVP Customer Development),LOW
STREIT Service & Solution,Freiburg,DE,3,WRONG CONTACT ROLE (have: Vertriebsleiter Streit systec),Find Geschäftsführer/CEO (currently have Vertriebsleiter Streit systec),LOW
Lensing Medien GmbH & Co. KG,Dortmund,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Stark Druck GmbH + Co. KG,Pforzheim,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
top itservices AG,Unterhaching,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ELEKTRO BECKHOFF GmbH,Verl,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Lagardère Travel Retail Austria GmbH,Schwechat,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Scharnagl Hoch- und Tiefbau-GmbH,Weiden in der Oberpfalz,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
LAT Fernmelde-Montagen und Tiefbau GmbH,Berlin,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Neumann & Müller GmbH & Co. KG,Esslingen am Neckar,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
optimal media GmbH,Röbel/Müritz,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BZV Medienhaus GmbH,Braunschweig,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Bohle-Gruppe,Gummersbach,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Bauunternehmung Glöckle Holding GmbH,Schweinfurt,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
FIRMENGRUPPE APPL Holding GmbH & Co. KG,Wemding,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Chemnitzer Verlag und Druck GmbH & Co. KG,Chemnitz,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
JAHRESZEITEN VERLAG GmbH,Hamburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
J. Friedrich Storz Verkehrswegebau GmbH & Co. KG,Tuttlingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Mittelbayerischer Verlag KG,Regensburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Lavazza Professional Germany,Verden/Aller,DE,4,WRONG CONTACT ROLE (have: Director Commercial Operations),Find Geschäftsführer/CEO (currently have Director Commercial Operations),LOW
Deutsche Lichtmiete,Oldenburg,DE,4,WRONG CONTACT ROLE (have: nan),Find Geschäftsführer/CEO (currently have nan),LOW
CUP&CINO Kaffeesystem Vertrieb,Hövelhof,DE,4,WRONG CONTACT ROLE (have: Vertriebsleiter),Find Geschäftsführer/CEO (currently have Vertriebsleiter),LOW
Culligan Deutschland GmbH,Neuss,DE,4,WRONG CONTACT ROLE (have: Head of Sales Direct),Find Geschäftsführer/CEO (currently have Head of Sales Direct),LOW
W. Söhngen GmbH,Taunusstein,DE,4,WRONG CONTACT ROLE (have: Head of Sales),Find Geschäftsführer/CEO (currently have Head of Sales),LOW
TOTAL Feuerschutz GmbH,Ladenburg,DE,4,WRONG CONTACT ROLE (have: Vertriebs- und Regionalleiter Süd),Find Geschäftsführer/CEO (currently have Vertriebs- und Regionalleiter Süd),LOW
GLORIA GmbH,Wadersloh,DE,4,WRONG CONTACT ROLE (have: Sales Director D/A/CH),Find Geschäftsführer/CEO (currently have Sales Director D/A/CH),LOW
Kroschke sign-international,Braunschweig,DE,4,WRONG CONTACT ROLE (have: Vertriebsleitung Deutschland & Österreich),Find Geschäftsführer/CEO (currently have Vertriebsleitung Deutschland & Österreich),LOW
W. Marwitz Textilpflege (DBL),Lüneburg,DE,4,WRONG CONTACT ROLE (have: Vertriebsleiter / Prokurist),Find Geschäftsführer/CEO (currently have Vertriebsleiter / Prokurist),LOW
Staufer Textilpflege (DBL),München,DE,4,WRONG CONTACT ROLE (have: Vertriebsleitung),Find Geschäftsführer/CEO (currently have Vertriebsleitung),LOW
Trotec GmbH,Heinsberg,DE,4,WRONG CONTACT ROLE (have: VP Sales Germany & Austria),Find Geschäftsführer/CEO (currently have VP Sales Germany & Austria),LOW
Weinrich GmbH,Fulda,DE,4,WRONG CONTACT ROLE (have: Vertriebsleiter),Find Geschäftsführer/CEO (currently have Vertriebsleiter),LOW
Mattes & Ammann GmbH,Meßstetten,DE,4,WRONG CONTACT ROLE (have: Direktor Verkauf / CSO),Find Geschäftsführer/CEO (currently have Direktor Verkauf / CSO),LOW
Medi-Globe Group,Hechingen,DE,4,WRONG CONTACT ROLE (have: Global Sales Director),Find Geschäftsführer/CEO (currently have Global Sales Director),LOW
Zehnder Clean Air Solutions,Lahr,DE,4,WRONG CONTACT ROLE (have: Sales Manager Clean Air Solutions),Find Geschäftsführer/CEO (currently have Sales Manager Clean Air Solutions),LOW
FOGTEC Brandschutz GmbH,Köln,DE,4,WRONG CONTACT ROLE (have: Vertriebsleiter),Find Geschäftsführer/CEO (currently have Vertriebsleiter),LOW
Jesse GmbH (igefa),bundesweit,DE,5,WRONG CONTACT ROLE (have: Vertriebsleitung Innendienst),Find Geschäftsführer/CEO (currently have Vertriebsleitung Innendienst),LOW
Miettex Service Meess,Sankt Augustin,DE,5,WRONG CONTACT ROLE (have: Vertriebsleiter),Find Geschäftsführer/CEO (currently have Vertriebsleiter),LOW
ITEX Gäbler (DBL),Montabaur,DE,5,WRONG CONTACT ROLE (have: Vertriebsleiter),Find Geschäftsführer/CEO (currently have Vertriebsleiter),LOW
Textilservice Süd-West (DBL),Kirchheim u. Teck,DE,5,WRONG CONTACT ROLE (have: Leiter Vertrieb),Find Geschäftsführer/CEO (currently have Leiter Vertrieb),LOW
lento GmbH,Korbußen,DE,5,WRONG CONTACT ROLE (have: Geschäftsleitung Vertrieb & Personal),Find Geschäftsführer/CEO (currently have Geschäftsleitung Vertrieb & Personal),LOW
Welscher GmbH (DBL),Kassel,DE,5,WRONG CONTACT ROLE (have: Verkaufsleiter),Find Geschäftsführer/CEO (currently have Verkaufsleiter),LOW
Ahrens Textilservice (DBL),Elmshorn,DE,5,WRONG CONTACT ROLE (have: Vertriebsleiterin),Find Geschäftsführer/CEO (currently have Vertriebsleiterin),LOW
Kuntze & Burgheim (DBL),Hannover,DE,5,WRONG CONTACT ROLE (have: Leiter Verkauf),Find Geschäftsführer/CEO (currently have Leiter Verkauf),LOW
ADLON Intelligent Solutions,Ravensburg,DE,5,WRONG CONTACT ROLE (have: Head of Sales Digital Workplace),Find Geschäftsführer/CEO (currently have Head of Sales Digital Workplace),LOW
Testo SE** subsidiary: **Testo Industrial Services,Lenzkirch,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Miba AG** subsidiary: **Miba Frictec,Laakirchen,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Feintool International AG,Lyss,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Bystronic Glass (now LiSEC Switzerland),Bern region,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
proLogistik,Dortmund,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Implico Group,Hamburg,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
ModuleWorks,Aachen,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
SYSTEMA,Dresden,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Pyramid Computer,Freiburg,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
DoorBird,Berlin,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Jonas & Redmann,Berlin,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
PicoQuant,Berlin,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
imc Test & Measurement,Berlin,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Knick Elektronische Messgeräte,Berlin,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Boehme & Weihs,Wuppertal,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Xentral ERP,Augsburg,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
OPEN MIND Technologies,Wessling,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Spryker Systems,Berlin,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
NEVARIS Bausoftware,Bremen,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
SupplyOn AG,Hallbergmoos,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
GBTEC Group,Bochum,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
SimScale,München,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
MARKT-PILOT,Stuttgart,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
FORCAM ENISCO,Ravensburg,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
PeakAvenue GmbH,Lübeck/Bühl,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
encoway GmbH,Bremen,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
AUCOTEC AG,Isernhagen,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Asseco Solutions (APplus),Karlsruhe,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
iTAC Software AG,Montabaur,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Intershop Communications AG,Jena,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
GFOS mbH,Essen,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
ams.Solution AG,Kaarst,DE,4,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Jedox,Freiburg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
PlanRadar,Vienna,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
kununu,Vienna,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
JobLeads,Hamburg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
ResearchGate,Berlin,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
360T,Frankfurt,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
inovex GmbH,Karlsruhe,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Open Systems,Zurich,CH,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
AnyDesk Software,Stuttgart,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Telio Group,Hamburg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Holycode™,Zurich,CH,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
AMM Group,Hamburg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Testbirds,Munich,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Appsfactory,Leipzig,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Sport Alliance GmbH,Hamburg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
LPA,Frankfurt,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
IDnow,Munich,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Retarus,Muenchen,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
JOIN,Berlin,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Maedler GmbH,Stuttgart,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Foerster Group (Institut Dr. Foerster),Reutlingen,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Herbert Haenchen GmbH,Ostfildern,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Hahn Gasfedern GmbH,Aichwald,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Peter Huber Kältemaschinenbau SE,Offenburg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Perma-tec GmbH,Euerdorf,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Deutsche Holzveredelung Schmeing,Kirchhundem,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
KRIWAN Industrie-Elektronik,Forchtenberg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
SIKO GmbH,Buchenbach,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
L&R Kältetechnik GmbH,Sundern,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Christian Maier GmbH,Heidenheim,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Greif-Velox Maschinenfabrik,Lübeck,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Ruf Maschinenbau GmbH,Zaisertshofen,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Pankl Racing Systems,Kapfenberg,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Sylvac SA,Malleray,CH,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Witte Barskamp GmbH,Bleckede,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Carl Hirschmann GmbH,Fluorn-Winzeln,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Linsinger Maschinenbau,Steyrmuhl,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Paul Maschinenfabrik GmbH,Dürmentingen,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Wandres GmbH micro-cleaning,Stegen,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Haidlmair GmbH,Nussbach,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Nagel Technologies,Nürtingen,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Braunform GmbH,Bahlingen,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Hugo Beck Maschinenbau,Dettingen/Erms,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Sensitec GmbH,Lahnau,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
OTT-JAKOB Spanntechnik,Lengenwang,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
JAKOB Antriebstechnik,Kleinwallstadt,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Rampf Holding GmbH,Grafenberg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Weicon GmbH,Münster,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Memmert GmbH,Schwabach,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Adams Armaturen GmbH,Herne,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Schiebel Elektronische Geräte,Vienna,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Turck Duotec GmbH,Halver,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Wittmann Technology,Kottingbrunn,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Pollmann International,Karlstein/Thaya,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Rego-Fix AG,Tenniken,CH,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Netzsch Pumpen & Systeme,Waldkraiburg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Herbert Hänchen GmbH,Ostfildern,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Förster Group,Reutlingen,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Rose Systemtechnik,Porta Westfalica,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Mädler GmbH,Stuttgart,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
DIRAK GmbH,Ennepetal,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Novexx Solutions,Eching,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
Marbach Werkzeugbau,Heilbronn,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
IFE Aufbereitungstechnik,Waidhofen/Ybbs,AT,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
LASCO Umformtechnik,Coburg,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
AVANCO GmbH,Herford,DE,4,MISSING CONTACT,Find Geschäftsführer/CEO,MEDIUM
INRO Elektrotechnik GmbH,Stockstadt am Main,DE,5,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Henkel + Roth GmbH,Ilmenau,DE,5,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Promwad Engineering,Essen,DE,5,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Onventis GmbH,Stuttgart,DE,5,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
Babtec,Wuppertal,DE,5,MISSING URL (cannot upload to HubSpot),Find company website URL,MEDIUM
