company_name,domain,city,region,country,zip,phone,email_company,industry,industry_tier,description,revenue_eur,employees,client_tier,ownership,founding_year,world_market_leader,niche_leadership,contact_1_name,contact_1_position,contact_1_email,contact_1_linkedin,has_url,has_contact,data_completeness,sources,source_count,contact_1_firstname,contact_1_lastname,target_contact_role,contact_role_match,pipeline_priority,in_pipeline,in_db
Heinrich Klöcker GmbH & Co. KG,kloecker.de,Borken,Nordrhein-Westfalen,DE,46325.0,02861-8007-33,mineraloele@kloecker.de,Handel,tier2,Heinrich Klöcker ist ein vollintegriertes Mineralölunternehmen und Gesellschafter der Deutschen AVIA.,277940000.0,149.0,2.0,Ernst,1938.0,,,None Christian Ernst,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Christian,Ernst,Geschäftsführer/CEO,True,57.0,False,False
APEX Schädlingsbekämpfung,apex-schaedlingsbekaempfung.de,Köln,,DE,,,,Schädlingsbekämpfung,tier1,Monitoring-Stationen; Schädlingsbekämpfung; Prävention,15000000.0,,5.0,,,,,Robert Herrig,Geschäftsführer,,,True,True,80,AI-KIP_Prospecting_100,1,Robert,Herrig,Geschäftsführer/CEO,True,56.0,False,False
B-SAFETY GmbH,b-safety.com,Norderstedt,,DE,,,,Arbeitsschutz,tier1,Not-Augenduschen; Körperduschen; Erste-Hilfe-Kästen,10000000.0,,5.0,,,,,Niels Lorenzen,Geschäftsführer,,https://www.linkedin.com/in/niels-lorenzen-1a3768133/,True,True,80,AI-KIP_Prospecting_100,1,Niels,Lorenzen,Geschäftsführer/CEO,True,56.0,False,False
AAV Arbeitsschutz-Vertrieb,aav-arbeitsschutz.de,Hannover,,DE,,,,Arbeitsschutz/PSA,tier1,Vollsortiment PSA; Erste Hilfe; Brandschutz; Hygiene,10000000.0,,5.0,,,,,Sonia Niedhart,Geschäftsführerin,,,True,True,80,AI-KIP_Prospecting_100,1,Sonia,Niedhart,Geschäftsführer/CEO,True,56.0,False,False
Trumpf Brandschutz Deutschland,trumpf-brandschutz.de,Langenhagen,,DE,,,,Brandschutz,tier1,Feuerlöscher (Verkauf; Wartung; Reparatur); Anlagentechnik,10000000.0,,5.0,,,,,Oliver Trumpf,Geschäftsführer,,https://www.linkedin.com/in/oliver-trumpf-799354193/,True,True,80,AI-KIP_Prospecting_100,1,Oliver,Trumpf,Geschäftsführer/CEO,True,56.0,False,False
DÖKA Feuerlöscherätebau,doeka-kassel.de,Kassel,,DE,,,,Brandschutz,tier1,Tragbare/fahrbare Feuerlöscher (Pulver; Schaum; Wasser; CO2),7500000.0,,5.0,,,,,Christian Malsch,Geschäftsführer,,https://www.linkedin.com/in/christian-malsch-236162142/,True,True,80,AI-KIP_Prospecting_100,1,Christian,Malsch,Geschäftsführer/CEO,True,56.0,False,False
clomo GmbH,clomo-waschraumhygiene.de,Raum München,,DE,,,,Waschraumhygiene,tier1,Waschraumhygiene-Spender (150+ Modelle; Mietmodell),10000000.0,,5.0,,,,,Gerhard Huber,Geschäftsführer / Owner,,https://www.linkedin.com/in/gerhard-huber-4691a733/,True,True,80,AI-KIP_Prospecting_100,1,Gerhard,Huber,Geschäftsführer/CEO,True,56.0,False,False
fido GmbH,fido-buerosysteme.de,Rottenburg/Neckar,,DE,,,,Managed Print Services,tier1,Drucker/MFP (Leasing); MPS-Konzepte (Konica Minolta; Xerox),7500000.0,,5.0,,,,,Julia Enderle,Geschäftsführerin,,https://www.linkedin.com/in/julia-enderle-51324452/,True,True,80,AI-KIP_Prospecting_100,1,Julia,Enderle,Geschäftsführer/CEO,True,56.0,False,False
Innolicht GmbH,innolicht.de,Oberhausen,,DE,,,,LED-Beleuchtung,tier1,LED-Industriebeleuchtung (eigene Produktion) + LED-Leasing-Portal,7500000.0,,5.0,,,,,Jörg Thielen,Geschäftsführer,,,True,True,80,AI-KIP_Prospecting_100,1,Jörg,Thielen,Geschäftsführer/CEO,True,56.0,False,False
EFS Schermbeck (Elektrofiltersysteme),elektrofiltersysteme.de,Schermbeck,,DE,,,,Luftreiniger,tier1,Luftreinigungssysteme (patentierte elektrostatische Ionisation),5000000.0,,5.0,,,,,Dr. Werner Tenk,Geschäftsführer,,,True,True,80,AI-KIP_Prospecting_100,1,Werner,Tenk,Geschäftsführer/CEO,True,56.0,False,False
Compact Vending,compactvending.de,Böblingen/Stuttgart,,DE,,,,Vending,tier1,Heiß-/Kaltgetränke-; Snack-; Fresh-Food-Automaten,7500000.0,22.0,5.0,,,,,,,,,True,False,80,AI-KIP_Prospecting_100,1,,,Geschäftsführer/CEO,,56.0,False,False
Futura GmbH,futura-germany.com,Borchen,,DE,,,,Schädlingsbekämpfung,tier1,IoT-Monitoring (eMitter Smart Traps); giftfreie Produkte (NARA),10000000.0,,5.0,,,,,Oliver Klute,Geschäftsführer,,https://de.linkedin.com/in/oliver-klute-26491859,True,True,80,AI-KIP_Prospecting_100,1,Oliver,Klute,Geschäftsführer/CEO,True,56.0,False,False
AirMex GmbH,airmex.de,Rosenheim,,DE,,,,Luftreiniger,tier1,Profi-Luftreiniger; Industriesauger; Absauganlagen; Raucherkabinen,10000000.0,,5.0,,,,,Dr. Thomas Oehlke,Geschäftsführer,,,True,True,80,AI-KIP_Prospecting_100,1,Thomas,Oehlke,Geschäftsführer/CEO,True,56.0,False,False
erler GmbH,erler-gmbh.de,Dormettingen,,DE,,,,Automation,tier1,,12000000.0,,5.0,,,,,Michael Müller,Geschäftsführer (Sales & Marketing),michael.mueller@erler-gmbh.de,linkedin.com/company/erler-gmbh-automation-robotik,True,True,80,Zollernalbkreis_Contacts,1,Michael,Müller,Geschäftsführer/CEO,True,56.0,True,False
ABI-Sicherheitssysteme,abi-sicherheitssysteme.de,Albstadt,,DE,,,,Sicherheitstechnik,tier1,,15000000.0,,5.0,,,,,Florian Heilmann,Geschäftsführer,florian.heilmann@abi-sicherheitssysteme.de,linkedin.com/company/abi-sicherheitssysteme-gmbh,True,True,80,Zollernalbkreis_Contacts,1,Florian,Heilmann,Geschäftsführer/CEO,True,56.0,False,False
CompData Computer GmbH,compdata.de,Albstadt,,DE,,,,IT-Services,tier1,,17000000.0,,5.0,,,,,Reiner Veit,Geschäftsführender Gesellschafter,reiner.veit@compdata.de,linkedin.com/in/reiner-veit-98b97813b/,True,True,80,Zollernalbkreis_Contacts,1,Reiner,Veit,Geschäftsführer/CEO,True,56.0,False,False
office-4-sale Büromöbel,office-4-sale.de,Mühlenbeck/Berlin,,DE,,,,Büromöbel,tier1,Gebrauchte + neue Büromöbel (Deutschlands größter Händler); Leasing,10000000.0,,5.0,,,,,Nikolai Kuljasow,Geschäftsführer,,,True,True,80,AI-KIP_Prospecting_100,1,Nikolai,Kuljasow,Geschäftsführer/CEO,True,56.0,False,False
Brandschutz-Zentrale (Fireschutz),brandschutz-zentrale.de,Bielefeld,,DE,,,,Brandschutz,tier1,Feuerlöscher (Abo-/Mietmodell mit Wartung); Schulungen,10000000.0,,5.0,,,,,Alexander Rüsing,Co-Founder & Geschäftsführer (CEO),,https://de.linkedin.com/in/alexander-r%C3%BCsing-27bbba146,True,True,80,AI-KIP_Prospecting_100,1,Alexander,Rüsing,Geschäftsführer/CEO,True,56.0,False,False
Helixor Heilmittel GmbH,helixor.de,Rosenfeld,,DE,,,,Pharmazeutik,tier1,,18000000.0,,5.0,,,,,Markus Struck,Geschäftsführer,markus.struck@helixor.de,,True,True,80,Zollernalbkreis_Contacts,1,Markus,Struck,Geschäftsführer/CEO,True,56.0,False,False
Mohr Hydrokultur,mohr-hydro.de,Karlsruhe/Stuttgart,,DE,,,,Büropflanzen,tier1,Büropflanzen (Monatsmiete); Hydrokultur; Grüne Wände,10000000.0,,5.0,,,,,Günter Mohr,Geschäftsführer,,https://de.linkedin.com/in/g%C3%BCnter-mohr-1a19a4129,True,True,80,AI-KIP_Prospecting_100,1,Günter,Mohr,Geschäftsführer/CEO,True,56.0,False,False
Delo Maschinenbau GmbH,delo-maschinenbau.com,Hechingen,,DE,,,,Automation,tier1,,15000000.0,,5.0,,,,,Denis Lozusic,Geschäftsführer & Gründer,denis.lozusic@delo-maschinenbau.com,,True,True,80,Zollernalbkreis_Contacts,1,Denis,Lozusic,Geschäftsführer/CEO,True,56.0,False,False
Inforsacom Logicalis GmbH,inforsacom.com,Neu-Isenburg,Hessen,DE,63263.0,06102-7786-0,de.info@inforsacom.com,Dienstleister,unknown,Der Schwerpunkt der Inforsacom Logicalis GmbH liegt auf IT-Integrations-Lösungen sowie auf Netzwerk- und Enterprise-Systemen.,157000000.0,272.0,3.0,Logicalis Group,1997.0,,,None Christian Werner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Christian,Werner,Geschäftsführer/CEO,True,55.0,False,False
Glatthaar Keller GmbH & Co. KG,glatthaar.com,Schramberg,Baden-Württemberg,DE,78713.0,07402-9294-0,info@glatthaar.com,Dienstleister,unknown,"Glatthaar Fertigkeller ist ein Unternehmen aus der Baubranche, das sich auf die Herstellung und den Bau von Fertigkellern und Bodenplatten spezialisiert hat.",158000000.0,520.0,3.0,Glatthaar,1980.0,,,None Joachim Glatthaar,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Joachim,Glatthaar,Head of Sales / Vertriebsleiter,False,55.0,False,False
Mediengruppe Oberfranken GmbH & Co. KG,mediengruppe-oberfranken.de,Bamberg,Bayern,DE,96050.0,0951 / 188 - 201,info@mediengruppe-oberfranken.de,Dienstleister,unknown,"Die Mediengruppe Oberfranken ist ein Verlagshaus mit einer Druckerei, das fünf Tageszeitungen im oberfränkischen Raum herausbringt sowie einen Druck- und Medienservice unterhält.",158000000.0,850.0,3.0,,1834.0,,,None Walter Schweinsberg,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Walter,Schweinsberg,Head of Sales / Vertriebsleiter,False,55.0,False,False
Harlekin Spiel- und Unterhaltungs- automaten Betriebsgesellschaft mbH,harlekin-spiel.de,Waldbrunn,Bayern,DE,97295.0,09306-9091-0,,Dienstleister,unknown,Harlekin ist ein Betreiber von Spielhallen und Aufsteller von Spielgeräten.,154000000.0,916.0,3.0,Michael Mühleck,,,,None Michael Mühleck,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Michael,Mühleck,Head of Sales / Vertriebsleiter,False,55.0,False,False
Vollack Gruppe,vollack.de,Karlsruhe,Baden-Württemberg,DE,76227.0,0721-4768-100,info@vollack.de,Dienstleister,unknown,"Vollack ist ein Spezialist für die methodische Planung, den Bau sowie für die Revitalisierung nachhaltiger, energieeffizienter Gebäude im Bereich Büro, Industrie, Gesundheit.",155000000.0,300.0,3.0,Bähr,1989.0,,,None Reinhard Blaurock,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Reinhard,Blaurock,Geschäftsführer/CEO,True,55.0,False,False
Gebr. Neumann GmbH & Co. KG,gebr-neumann.de,Emden,Niedersachsen,DE,26723.0,04921-9214-0,info@gebr-neumann.de,Dienstleister,unknown,"Gebr. Neumann ist ein norddeutsches Bauunternehmen mit den Schwerpunkten Hochbau, Tiefbau und Ingenieurbau.",155000000.0,620.0,3.0,Neumann,,,,None Jan Neumann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Jan,Neumann,Head of Sales / Vertriebsleiter,False,55.0,False,False
HTG Hoch- und Tiefbau Gadebusch GmbH,htg-gadebusch.de,Gadebusch,Mecklenburg-Vorpommern,DE,19205.0,03886-3851-0,info@htg-gadebusch.de,Dienstleister,unknown,Die HTG Hoch- und Tiefbau Gadebusch bietet ein umfangreiches Leistungsspektrum.,147600000.0,200.0,3.0,Franz Gelz,1957.0,,,None Franz Gelz,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Franz,Gelz,Geschäftsführer/CEO,True,55.0,False,False
37 grad dialog GmbH,37grad-dialog.de,Erlangen,Bayern,DE,91058.0,09621-96200,info@37grad-dialog.de,Dienstleister,unknown,Die Werbeagentur 37 Grad Dialog ist fokussiert auf das Dialogmarketing.,149100000.0,700.0,3.0,Davero=Birzner/Schreiber u.a.,,,,None Gerald Schreiber,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Gerald,Schreiber,Head of Sales / Vertriebsleiter,False,55.0,False,False
Reederei Halbeck e.K.,schifffahrt-rheinsberg.de,Rheinsberg,Brandenburg,DE,16831.0,033931-38619,kontakt@schifffahrt-rheinsberg.de,Dienstleister,unknown,"Die Reederei Halbeck ist ein Unternehmen, das sich auf den Tourismus spezialisiert hat.",150000000.0,120.0,3.0,Halbeck,1992.0,,,None Eberhard Halbeck,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Eberhard,Halbeck,Geschäftsführer/CEO,True,55.0,False,False
Nordsee Gas Terminal GmbH & Co. KG,nordseegasterminal.de,Brunsbüttel,Schleswig-Holstein,DE,25541.0,04852-83800,ngt-brb@nordseegasterminal.de,Dienstleister,unknown,"Nordsee Gas Terminal GmbH & Co. KG ist ein Dienstleister im Bereich der Hafenbetriebe. Das Unternehmen betreibt ein Lagerhaus für Flüssiggas, das sowohl für den Export als auch für den Import von Gas genutzt wird. Es bietet auch verschiedene Serviceleistungen an, darunter die Abfertigung und Umschlag von Gütern, Logistikdienstleistungen sowie behördliche Genehmigungsverfahren. Darüber hinaus unterhält Nordsee Gas Terminal GmbH & Co. KG ein Netzwerk an Partnern in ganz Europa, um die Abwicklung von internationalen Handelsgeschäften zu ermöglichen.",159000000.0,24.0,3.0,SHV=Fentener van Vlissingen Familie (Niederlande),1981.0,,,None Dietmar Möllenhoff,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Dietmar,Möllenhoff,Geschäftsführer/CEO,True,55.0,False,False
Josef Pfaffinger Bauunternehmung GmbH,pfaffinger.com,Passau,Bayern,DE,94032.0,0851-390-0,info@pfaffinger.com,Dienstleister,unknown,Pfaffinger ist ein in der Baubranche tätiges Unternehmen.,160000000.0,750.0,3.0,Pfaffinger,1855.0,,,Dr. Dieter Pfaffinger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Dieter,Pfaffinger,Head of Sales / Vertriebsleiter,False,55.0,False,False
DAKA Entsorgungsunternehmen GmbH. & Co KG,daka.cc,Schwaz,Tirol,AT,6130.0,05242-6910,office@daka.cc,Dienstleister,unknown,Entsorgung,161500000.0,170.0,3.0,Familie Zitterbart,1972.0,,,Barbara Zitterbart,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Barbara,Zitterbart,Geschäftsführer/CEO,True,55.0,False,False
ISG Personalmanagement GmbH,isg.com,Wien,Wien,AT,1020.0,01-5123505,office@isg.com,Dienstleister,unknown,Personalberater & Zeitarbeitsfirmen,156600000.0,540.0,3.0,Guido Leissinger,1999.0,,,Guido Leissinger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Guido,Leissinger,Head of Sales / Vertriebsleiter,False,55.0,False,False
TravelTrex GmbH,traveltrex.com,Köln,Nordrhein-Westfalen,DE,50968.0,0221-888280,info@traveltrex.com,Dienstleister,unknown,Die Firma TravelTrex ist ein Profi für Wintersportreisen.,157000000.0,100.0,3.0,Rühl und Partner,1999.0,,,None Andreas Rühl,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Rühl,Geschäftsführer/CEO,True,55.0,False,False
Schlienz Touristik GmbH,schlienz.info,Esslingen am Neckar,Baden-Württemberg,DE,73728.0,0711-39638-460,info@schlienz.info,Dienstleister,unknown,Omnibus Schlienz Reisebüro bietet verschiedene Arten von Reisen in alle Teile der Welt an.,157000000.0,100.0,3.0,Schlienz,1932.0,,,None Erhard Kiesel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Erhard,Kiesel,Geschäftsführer/CEO,True,55.0,False,False
Kraftverkehr Gebr. Wiedenhoff (GmbH & Co. KG),wiedenhoff-reisen.de,Solingen,Nordrhein-Westfalen,DE,42659.0,0212-813081,info@wiedenhoff-reisen.de,Dienstleister,unknown,Wiedenhoff Reisen ist ein auf Busreisen spezialisiertes Reiseunternehmen.,157000000.0,100.0,3.0,Wiedenhoff,1924.0,,,None Holger Wiedenhoff,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Holger,Wiedenhoff,Geschäftsführer/CEO,True,55.0,False,False
Druckhaus Mainfranken GmbH,druckhaus-mainfranken.de,Marktheidenfeld,Bayern,DE,97828.0,09391-5031-0,info@druckhaus-mainfranken.de,Dienstleister,unknown,Druckhaus Mainfranken ist deutschlandweit einer der größten Anbieter im Bogenoffsetdruck.,157300000.0,337.0,3.0,Schleunung,1949.0,,,None Thorsten Fischer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Thorsten,Fischer,Geschäftsführer/CEO,True,55.0,False,False
WEKA MEDIA PUBLISHING GmbH,wekanet.de,Haar,Bayern,DE,85540.0,08121-25556-1111,redaktion@pc-magazin.de,Dienstleister,unknown,Die Weka Zeitschriften haben sich vor allem auf technische Themen spezialisiert.,163000000.0,600.0,3.0,WEKA Firmengruppe,,,,None Kurt Skupin,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Kurt,Skupin,Head of Sales / Vertriebsleiter,False,55.0,False,False
ZAUG Recycling GmbH,zaugrecycling.de,Buseck,Hessen,DE,35418.0,06408-9070-10,info@zr-dieentsorger.de,Dienstleister,unknown,"ZAUG Recycling GmbH ist ein Dienstleister in der Branche Recycling. Sie bieten Dienstleistungen, die auf den Bedarf ihrer Kunden zugeschnitten sind. Ihr Ziel ist es, durch effiziente und nachhaltige Lösungen zur Reduzierung von Abfall und Ressourcenverbrauch beizutragen. Sie arbeiten mit modernsten Technologien und Methoden, um die Umweltbelastung zu minimieren und die Lebensqualität für alle Beteiligten zu verbessern. ZAUG Recycling GmbH verfügt über ein erfahrenes Team von Experten, das sich auf die Entwicklung innovativer Lösungen spezialisiert hat. Mit ihrem Engagement für Nachhaltigkeit tragen sie maßgeblich zur Schonung der natürlichen Ressourcen bei.",165300000.0,174.0,3.0,Remondis Gruppe,,,,None Siegfried Rehberger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Siegfried,Rehberger,Geschäftsführer/CEO,True,55.0,False,False
arcona Management GmbH,arcona.de,Rostock,Mecklenburg-Vorpommern,DE,18055.0,0381-4585-110,info@arcona.de,Dienstleister,unknown,Die Gruppe Arcona Hotels & Resorts betreibt im deutschsprachigen Raum derzeit 21 Hotels.,166000000.0,550.0,3.0,Winter / Gerhard,1995.0,,,None Alexander Winter,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Alexander,Winter,Head of Sales / Vertriebsleiter,False,55.0,False,False
Gustav Epple Bauunternehmung GmbH,gustav-epple.de,Stuttgart,Baden-Württemberg,DE,70597.0,0711-7693-0,bau@gustav-epple.de,Dienstleister,unknown,Das Bauunternehmen Epple baut schlüsselfertig aus einer Hand.,166700000.0,178.0,3.0,Balkau/Schwefel/Balkau,1909.0,,,None Götz Ellinger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Götz,Ellinger,Geschäftsführer/CEO,True,55.0,False,False
Enchilada Franchise GmbH,enchilada.de,Gräfelfing,Bayern,DE,82166.0,089-8987869-0,franchise@enchilada.de,Dienstleister,unknown,"Enchilada Franchise ist Franchisegeber diverse unterschiedliche Restaurankonzepte, neben Enchilada selbst u.a. „Besitos“, „Aposto“, „The Big Easy“,„Lehner’s Wirtshaus“ und „Wilma Wunder“.  Enchilada Sind mexikanische Restaurants, die hausgemachte, Spezialitäten und Speisen sowie über 100 Cocktails bieten.",167000000.0,500.0,3.0,Weiffenbach,1990.0,,,None Hermann Weiffenbach,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Hermann,Weiffenbach,Head of Sales / Vertriebsleiter,False,55.0,False,False
Verlag Beleke GmbH,beleke.de,Essen,Nordrhein-Westfalen,DE,45128.0,0201-8130-0,info@beleke.de,Dienstleister,unknown,"Die Verlagsgruppe Beleke verlegt Telefon- und Adressbücher, Nachschlagewerke, Heimat- und Geschichtsliteratur, 26 Fachzeitschriften, wissenschaftliche Werke, Polizeiliteratur, Fach- und Sachbücher und das biografische Standardwerk ""WER IST WER?"".",140000000.0,400.0,3.0,Beleke,1964.0,,,Dr. Michael Platzköster,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Michael,Platzköster,Geschäftsführer/CEO,True,55.0,False,False
BZ.medien GmbH & Co. KG,bz-medien.de,Freiburg im Breisgau,Baden-Württemberg,DE,79115.0,0761-496-0,info@bz-medien.de,Dienstleister,unknown,Die BZ.medien GmbH & Co. KG ist ein Verlagsgesellschaft aus Freiburg für Zeitungen und Wochenzeitungen.,140000000.0,950.0,3.0,Poppen & Ortmann KG,1846.0,,,None Wolfgang Poppen,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Wolfgang,Poppen,Head of Sales / Vertriebsleiter,False,55.0,False,False
SWIETELSKY Baugesellschaft m.b.H.,swietelsky.de,Traunstein,Bayern,DE,83278.0,0861-98964-0,traunstein@swietelsky.de,Dienstleister,unknown,Die Firma Swietelsky Baugesellschaft zählt als Bau-Spezialist.,141000000.0,40.0,3.0,Swietelsky Hovaguimian und Brustmann (Österreich),1962.0,,,None Wilhelm Schuhböck,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Wilhelm,Schuhböck,Geschäftsführer/CEO,True,55.0,False,False
Reisebüro Wirtz GmbH & Co KG,wirtz-reisen.de,Würselen,Nordrhein-Westfalen,DE,52146.0,02405-4469-0,info@wirtz-reisen.de,Dienstleister,unknown,Die Firma Wirtz Reisen ist ein regionaler Reiseanbieter im Raum Aachen-Köln.,141300000.0,90.0,3.0,Wirtz,1926.0,,,None Hubert Wirtz,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Hubert,Wirtz,Geschäftsführer/CEO,True,55.0,False,False
WESTTOURS-REISEN Gesellschaft mit beschränkter Haftung,westtours.de,Bonn,Nordrhein-Westfalen,DE,53113.0,0228-91531-30,info@westtours.de,Dienstleister,unknown,Westtours ist ein inhabergeführter Reisedienstleister mit Sitz in Bonn.,141300000.0,100.0,3.0,Breland,1962.0,,,None Holger Breland,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Holger,Breland,Geschäftsführer/CEO,True,55.0,False,False
Finanz Informatik Technologie Service GmbH & Co. KG,f-i-ts.de,Haar,Bayern,DE,85540.0,089-94511-0,kundenpostkorb@f-i-ts.de,Dienstleister,unknown,"Finanz Informatik Technologie Service, kurz FITS, ist ein Software- und Internet- Dienstleistungsanbieter, der sich auf die Entwicklung, Bereitstellung, Pflege und die Weiterentwicklung von SAP-Netzwerken konzentriert.",142000000.0,520.0,3.0,Unternehmensgruppe Festo,,,,Dr. Walter Kirchmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Walter,Kirchmann,Head of Sales / Vertriebsleiter,False,55.0,False,False
SUS Saar Umwelt Service GmbH,saar-umwelt.de,Püttlingen,Saarland,DE,66346.0,06849-9008-0,info@saar-umwelt.de,Dienstleister,unknown,"Saar Umwelt ist ein mittelständisches geprägtes Unternehmen, das sich auf Entsorgungsdienstleistungen spezialisiert hat.",142500000.0,150.0,3.0,Remondis Gruppe,,,,None Axel Rösner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Axel,Rösner,Geschäftsführer/CEO,True,55.0,False,False
